category,funding
Biotechnology,12000000.0
Local,250000.0
Services,250000.0
Translation,250000.0
Big Data,3000000.0
Cloud Computing,3000000.0
Infrastructure,3000000.0
Mobile,3000000.0
Wireless,3000000.0
Biotechnology,186036236.0
Enterprise Software,1000000.0
Home Automation,1000000.0
Home Owners,1000000.0
Security,1000000.0
Real Estate,2518000.0
Search,2518000.0
Design,3705137.0
Manufacturing,3705137.0
Semiconductors,3705137.0
Clean Technology,510000000.0
Solar,510000000.0
Big Data,3000000.0
Consumers,3000000.0
Personal Finance,3000000.0
Retirement,3000000.0
Curated Web,17087500.0
Identity,17087500.0
Identity Management,17087500.0
Communities,275166.0
Image Recognition,275166.0
Internet,275166.0
Public Relations,275166.0
Contact Management,4439407.0
Curated Web,4439407.0
Events,4439407.0
Curated Web,7618249.0
Software,13600000.0
Information Security,1737170.0
Security,1737170.0
Software,450000.0
Health and Wellness,2810000.0
Financial Services,14000000.0
Content Discovery,1500000.0
Hospitality,1500000.0
Restaurants,1500000.0
Social Media Platforms,1500000.0
Biotechnology,175000.0
Clinical Trials,175000.0
Medication Adherence,175000.0
Advertising,422000000.0
Digital Media,422000000.0
Education,422000000.0
Media,422000000.0
News,422000000.0
Publishing,422000000.0
Education,50000.0
Health Care,132500.0
Clean Technology,4500000.0
Clean Technology,661000.0
Energy,661000.0
Oil,661000.0
Analytics,20000000.0
Health and Wellness,1287963.0
Health Diagnostics,1287963.0
Software,200000.0
Crowdsourcing,1220000.0
Curated Web,1220000.0
Sports,1220000.0
Education,451198.3829
All Students,231884.0
Career Management,231884.0
Social Network Media,231884.0
Biotechnology,1200000.0
Biotechnology,1663801.119
Health Care,28364818.0
Engineering Firms,1400000.0
Environmental Innovation,1400000.0
Technology,1400000.0
Finance,4545754.0
E-Commerce,60000.0
E-Commerce,45000.0
Fashion,45000.0
Lifestyle,45000.0
B2B,1300000.0
Internet Service Providers,1300000.0
Security,1300000.0
Software,1300000.0
Biotechnology,64640151.58
Apps,396998.0
Games,396998.0
Mobile,396998.0
Social Media,396998.0
Software,396998.0
Business Services,252794435.0
Debt Collecting,252794435.0
Finance,252794435.0
Biotechnology,39279460.0
E-Commerce,10000000.0
Apps,15000.0
Gamification,15000.0
iOS,15000.0
Mobile,15000.0
Web Hosting,23000000.0
Software,762000.0
Health and Wellness,2338650.0
Biotechnology,33500000.0
Business Services,255100000.0
Intellectual Asset Management,255100000.0
Licensing,255100000.0
Semiconductors,368000.0
Bitcoin,3300.0
Cloud Computing,3300.0
Trading,3300.0
Curated Web,11017508.0
EdTech,11017508.0
Education,11017508.0
Information Technology,11017508.0
Language Learning,11017508.0
Social Media,17800000.0
Consulting,4499999.0
Advertising,10000000.0
Education,10000000.0
Lead Generation,10000000.0
Portals,10000000.0
Events,27000000.0
Manufacturing,27000000.0
Services,27000000.0
Social Media,50000.0
Education,2000000.0
Biotechnology,126385000.0
Health Care,126385000.0
Finance,34000000.0
Internet of Things,100000000.0
Mobile,100000000.0
Operating Systems,100000000.0
Wearables,100000000.0
Clean Technology,16424363.0
Information Technology,10720178.0
EdTech,142367.0
Education,142367.0
Entrepreneur,142367.0
Technology,142367.0
Health Care,4710960.0
Audio,5000000.0
Entertainment,5000000.0
Music,5000000.0
Social Media,5000000.0
Social Media Platforms,5000000.0
Energy,25090000.0
Mining Technologies,25090000.0
E-Commerce,25478613.0
Business Services,31040000.0
Enterprises,31040000.0
Mobile,31040000.0
Networking,31040000.0
Telecommunications,31040000.0
Hardware + Software,1270000.0
Television,1270000.0
Diagnostics,25000.0
Health Care,25000.0
Health Diagnostics,25000.0
Medical Devices,25000.0
Government Innovation,233500000.0
Governments,233500000.0
SaaS,233500000.0
Software,233500000.0
Biotechnology,430000.0
Big Data,300000.0
Databases,300000.0
Information Technology,300000.0
Health Care,13500000.0
Hospitals,13500000.0
Medical,13500000.0
Mobile,3033472.0
Technology,3033472.0
Wireless,3033472.0
Health and Wellness,200000000.0
Health Care,63016244.0
Health Diagnostics,63016244.0
Medical Devices,63016244.0
Mobile,150000.0
Software,3255325.0
Health Care,150000.0
Pharmaceuticals,2549999.0
Medical,32000000.0
Medical Devices,32000000.0
Technology,32000000.0
Analytics,8500000.0
Social Media,50000.0
Clean Energy,25000000.0
Nanotechnology,25000000.0
Technology,25000000.0
Enterprise Software,4045500.0
Biotechnology,113701127.0
Apps,457282.0
Finance,457282.0
Mobile,457282.0
Sports,457282.0
Consumer Electronics,60000000.0
Electronics,60000000.0
Manufacturing,60000000.0
Software,5705841.0
Enterprise Software,13410901.0
Security,13410901.0
Logistics,28500000.0
Software,28500000.0
Storage,28500000.0
Supply Chain Management,28500000.0
Transportation,28500000.0
Software,225000.0
Analytics,25000000.0
Cloud Computing,25000000.0
Cloud Management,25000000.0
Networking,25000000.0
SaaS,25000000.0
Security,25000000.0
Virtualization,25000000.0
Software,3000000.0
Software,1560000.0
Health and Wellness,4000000.0
Mobile,3000000.0
Mobile Analytics,3000000.0
Semiconductors,20209960.0
Domains,9280000.0
Internet,9280000.0
Ticketing,9280000.0
Semiconductors,15900000.0
Technology,15900000.0
Wireless,15900000.0
Biotechnology,775000.0
Health and Wellness,775000.0
Curated Web,2000000.0
Internet,2000000.0
Legal,2000000.0
Semantic Search,2000000.0
SEO,2000000.0
Software,4500000.0
Career Management,25305000.0
Software,25305000.0
Software,3020000.0
Biotechnology,138581610.0
Credit Cards,7131124.0
Fraud Detection,7131124.0
Security,7131124.0
Health Care,13793098.0
Health and Wellness,58500000.0
Health Care,58500000.0
Services,58500000.0
News,7380000.0
Security,30000000.0
Health Care,46900000.0
Mobile,752500.0
Cloud Computing,1999998.0
Data Centers,1999998.0
Networking,1999998.0
Services,1999998.0
Software,1999998.0
Web Hosting,1999998.0
Biotechnology,15581502.0
Advertising,4500000.0
Brand Marketing,4500000.0
Design,4500000.0
Web Design,4500000.0
Web Development,4500000.0
Biotechnology,250000.0
Health Care,21376001.0
Advertising,24250000.0
Distribution,24250000.0
Mobile,24250000.0
Sales and Marketing,24250000.0
Social Media,24250000.0
Business Services,1300000.0
Customer Service,1300000.0
Services,1300000.0
Accounting,80157014.0
Advice,80157014.0
Finance,80157014.0
Software,80157014.0
Biotechnology,12000000.0
Enterprise Software,45000000.0
Health and Wellness,1155000.0
Computers,16000000.0
Internet,16000000.0
Networking,16000000.0
Advertising,3200000.0
Clean Technology,4500000.0
Financial Services,23000000.0
Nonprofits,23000000.0
Social Fundraising,23000000.0
Aerospace,2000000.0
Manufacturing,2000000.0
New Product Development,2000000.0
Nonprofits,2800000.0
Advertising,5500000.0
Internet,5500000.0
Services,5500000.0
Homeland Security,4700000.0
Security,4700000.0
Tracking,4700000.0
Analytics,4979639.0
Analytics,90000.0
Career Management,90000.0
Recruiting,90000.0
Social Recruiting,90000.0
Biotechnology,35000000.0
Medical,35000000.0
Development Platforms,5000000.0
Health Care,5000000.0
Software,5000000.0
Hardware + Software,10000000.0
Semiconductors,33331814.0
Health and Wellness,96244444.0
Health Care,96244444.0
Healthcare Services,96244444.0
3D,20600000.0
Social Media,20600000.0
Technology,20600000.0
Biotechnology,1200000.0
Consulting,4000000.0
Big Data Analytics,150000.0
Health Care Information Technology,150000.0
SaaS,150000.0
B2B,158000.0
Cloud Computing,158000.0
Enterprises,158000.0
Health and Wellness,158000.0
Health Care,158000.0
Network Security,158000.0
SaaS,158000.0
Cloud Computing,8500000.0
SaaS,8500000.0
Credit,34072000.0
Finance,34072000.0
Financial Services,34072000.0
Personal Finance,34072000.0
Colleges,150000.0
Education,150000.0
Recruiting,150000.0
Software,5500000.0
Medical Devices,15470704.0
Search,200000.0
Software,200000.0
Vertical Search,200000.0
Enterprise Software,32000000.0
Software,3315000.0
Biotechnology,6650000.0
Construction,4000000.0
Biotechnology,12024769.0
Software,650000.0
Health and Wellness,760000.0
Health and Wellness,1495000.0
Information Technology,1000000.0
Software,2000000.0
Health Care,6700000.0
Hospitals,6700000.0
Biotechnology,110640466.0
Mobile,12050000.0
Mobile Payments,12050000.0
Mobile Security,12050000.0
Security,12050000.0
Content,8033458.0
Events,8033458.0
Security,8033458.0
Software,8033458.0
Training,8033458.0
Health Care,6321095.0
Health Diagnostics,6321095.0
Mobile,1000000.0
Internet Radio Market,2500000.0
Real Estate,67000000.0
Software,4277507.0
Software,2100000.0
Biotechnology,32655000.0
Hardware + Software,329695.0
Mobile,15000000.0
Networking,15000000.0
Telecommunications,15000000.0
Software,25000.0
Hardware + Software,200000.0
Legal,195858.0
Outsourcing,195858.0
Recruiting,195858.0
Service Providers,195858.0
Security,8198838.0
Hardware + Software,30500000.0
Information Technology,25000.0
Biotechnology,1245092.0
Medical,1245092.0
Consumer Goods,3715000.0
Content Delivery,3715000.0
Logistics,3715000.0
Public Relations,5000000.0
Health and Wellness,145562.0
Health Care,145562.0
Health Care Information Technology,145562.0
mHealth,145562.0
Predictive Analytics,145562.0
Advertising,24980307.0
Finance,75000.0
FinTech,75000.0
Marketplaces,75000.0
Nonprofits,75000.0
Biotechnology,30000000.0
Education,4700000.0
Mobile Commerce,4700000.0
Technical Continuing Education,4700000.0
Education,4000000.0
Online Education,4000000.0
Services,4000000.0
Health and Wellness,8700000.0
Biotechnology,93654902.0
Health Care,93654902.0
Security,2090000.0
Consumer Electronics,150594138.0
Hardware + Software,150594138.0
Pharmaceuticals,2100000.0
Health Care,600000.0
Semiconductors,4880000.0
Health Care,3638201.0
Physicians,3638201.0
Software,3638201.0
Health Care,41250.0
Biotechnology,151250000.0
Enterprise Software,5280000.0
Advertising,30000.0
Classifieds,30000.0
Biotechnology,116605707.0
Health Care,116605707.0
Clean Technology,54300000.0
Finance,5000000.0
Biotechnology,3170442.0
E-Commerce,13274403.0
Gift Card,13274403.0
Home & Garden,13274403.0
Kids,13274403.0
Lifestyle,13274403.0
Retail,13274403.0
Travel,13274403.0
Brand Marketing,12500000.0
Finance,12500000.0
P2P Money Transfer,12500000.0
Finance Technology,50000.0
Software,150000.0
Software,13600000.0
Career Management,100000.0
Education,100000.0
Human Resources,100000.0
Enterprise Software,5600000.0
Self Development,120000.0
Social Network Media,120000.0
Employer Benefits Programs,52422326.0
Incentives,52422326.0
Services,52422326.0
Software,52422326.0
Information Technology,24000000.0
Services,24000000.0
Software,24000000.0
Enterprise Software,24000000.0
Enterprise Software,2500000.0
Biotechnology,91100000.0
Health Care,91100000.0
Semiconductors,135776263.0
Curated Web,1250000.0
Games,1250000.0
Gamification,1250000.0
Media,1250000.0
Social Media,1250000.0
Biotechnology,9599860.0
Social Media,28000000.0
Storage,28000000.0
Video Streaming,28000000.0
Web Hosting,28000000.0
Software,9500000.0
Mobile,100000000.0
Internet of Things,3400000.0
Security,3400000.0
Software,3400000.0
Wireless,3400000.0
Biotechnology,82000000.0
Consulting,8000000.0
Telecommunications,38247779.0
Web Hosting,38247779.0
Biotechnology,40000000.0
E-Commerce,18800000.0
Android,7300000.0
Consumer Internet,7300000.0
Email,7300000.0
Enterprise Software,7300000.0
iOS,7300000.0
Mobile,7300000.0
Mobile Security,7300000.0
SaaS,7300000.0
Hardware + Software,1998000.0
Cloud Computing,85000000.0
Construction,85000000.0
Engineering Firms,85000000.0
Software,85000000.0
Software,592000.0
Software,75000000.0
Agriculture,20000.0
Analytics,20000.0
Coffee,20000.0
Biotechnology,76800000.0
Health Care,76800000.0
Software,500000.0
Advertising,43000000.0
Apps,31960000.0
Finance,31960000.0
FinTech,31960000.0
Mobile,31960000.0
Technology,31960000.0
Clean Technology,976865.0
Software,7974296.0
Clean Technology,15000000.0
Mobile,808211.0
Networking,808211.0
Curated Web,40000.0
Content,173500000.0
Enterprise Software,173500000.0
Social Media,173500000.0
Software,173500000.0
Web CMS,173500000.0
Real Estate,6000000.0
Advertising Platforms,12100000.0
Software,12100000.0
Health and Wellness,1875000.0
Pets,3000.0
Service Providers,3000.0
Fitness,130000.0
Health and Wellness,130000.0
Finance,20000000.0
EdTech,9750000.0
Education,9750000.0
Flash Storage,11000000.0
Homeland Security,11000000.0
Storage,11000000.0
Web Hosting,11000000.0
Finance,20292075.0
Games,12500.0
Sports,215000.0
E-Commerce,26239014.37
Biotechnology,3162000.0
Enterprise Software,150000.0
Software,495440.0
Internet Service Providers,500000000.0
Networking,500000000.0
Biotechnology,26980000.0
Health and Wellness,26980000.0
Medical,26980000.0
Pharmaceuticals,26980000.0
Health and Wellness,8000000.0
Information Technology,8000000.0
Pharmaceuticals,8000000.0
Software,8400000.0
CRM,72500000.0
Marketing Automation,72500000.0
Software,72500000.0
Collaboration,16000000.0
Enterprises,16000000.0
Technology,16000000.0
Data Integration,25000000.0
Enterprises,25000000.0
Real Time,25000000.0
Batteries,9800000.0
Clean Technology,9800000.0
Search,9800000.0
Politics,10000000.0
B2B,116987.0
Leisure,116987.0
Travel & Tourism,116987.0
Internet,113616859.0
Software,113616859.0
Web Hosting,113616859.0
Software,43600000.0
Consulting,137500.0
Information Security,100000.0
Software,100000.0
Enterprise Software,207500000.0
Information Services,207500000.0
Information Technology,207500000.0
Telecommunications,25000000.0
Software,3759300.0
Biotechnology,15600000.0
Software,24000000.0
Audio,790398.0
Information Technology,790398.0
Media,790398.0
Messaging,790398.0
Video,790398.0
Biotechnology,7000720.0
Biotechnology,600000.0
Contact Management,20000000.0
Web Design,20000000.0
Collectibles,100000.0
Entertainment,100000.0
Games,100000.0
Toys,100000.0
Biotechnology,12300000.0
Application Platforms,242563.0
Professional Services,242563.0
Project Management,242563.0
Cloud Computing,10150000.0
Consulting,10150000.0
Search,10150000.0
Software,10150000.0
Entertainment,265000.0
Service Providers,265000.0
Sports,265000.0
Technology,26000000.0
Advertising,1000000.0
Advertising,400000.0
Business Development,400000.0
Mobile,58200000.0
Messaging,250000.0
Productivity Software,250000.0
Task Management,250000.0
Application Performance Monitoring,500000.0
Business Services,500000.0
Reviews and Recommendations,500000.0
Software,500000.0
Software,1510005.0
Hardware,80000000.0
Hardware + Software,80000000.0
Semiconductors,80000000.0
Enterprise Software,1604278.0
Facebook Applications,1700000.0
Finance,1700000.0
Social Fundraising,1700000.0
Finance,250000.0
Venture Capital,250000.0
Mobile,5000000.0
Email,900000.0
Marketing Automation,900000.0
Software,900000.0
Real Time,10000.0
Virtual Worlds,10000.0
Software,25000000.0
Software,1960315.0
Software,2310008.0
Biotechnology,22585000.0
Fitness,25000.0
Medical,25000.0
Training,25000.0
Health Care,950000.0
Business Services,17000.0
Communities,17000.0
Events,17000.0
Biotechnology,40000.0
Consulting,705000.0
Games,705000.0
Motors,705000.0
Health Care,17000000.0
Medical,17000000.0
Therapeutics,17000000.0
Software,13360000.0
Software,1120000.0
Enterprise Software,22500000.0
Biotechnology,99717506.0
Advertising,35000000.0
Comparison Shopping,1300000.0
Coupons,1300000.0
E-Commerce,1300000.0
Outdoors,1300000.0
Advertising,250000.0
Mobile,250000.0
Real Time,250000.0
Advertising,11500000.0
Software,10823112.0
Electronics,2000000.0
Manufacturing,2000000.0
Mechanical Solutions,2000000.0
Software,28000.0
Semiconductors,6000000.0
E-Commerce,2031465.0
Fashion,2031465.0
Online Shopping,2031465.0
Retail,2031465.0
Enterprise Software,16400000.0
Consulting,5000.0
Cloud Computing,190000.0
Education,741537.0
Cloud Computing,1054991.0
Curated Web,20000.0
Entertainment,20000.0
Facebook Applications,20000.0
Gift Card,20000.0
Private Social Networking,20000.0
Social Commerce,20000.0
Social Network Media,20000.0
Information Technology,3000000.0
SaaS,3000000.0
Visualization,3000000.0
Financial Services,4099999.0
Biotechnology,925000.0
Education,1029954.0
Software,214208700.0
Health and Wellness,600000.0
Finance,13250001.0
Real Estate,2750000.0
Mobile,490000.0
Mobile Social,490000.0
Software,2000000.0
Web Development,2000000.0
Mobile Security,680000.0
Security,680000.0
Software,680000.0
Enterprise Software,5422959.0
Health Care,10000000.0
Biotechnology,805000.0
Health Diagnostics,805000.0
Advertising,185000.0
B2B,185000.0
Consumer Internet,185000.0
Internet,185000.0
Marketplaces,185000.0
Analytics,2000000.0
Big Data,2000000.0
Enterprise Software,2000000.0
Predictive Analytics,2000000.0
Education,2200000.0
Enterprise Software,3470000.0
Mobile,4275852.0
Biotechnology,30204758.87
Clinical Trials,30204758.87
Pharmaceuticals,30204758.87
Consumer Electronics,5100000.0
Electric Vehicles,5100000.0
Skate Wear,5100000.0
Transportation,5100000.0
Wearables,5100000.0
Biotechnology,36700005.0
Business Services,28000000.0
Technology,28000000.0
Advertising,2574004.0
Direct Marketing,2574004.0
Social CRM,2574004.0
Social Media,2574004.0
Analytics,6061005.0
Information Technology,6061005.0
Software,6061005.0
Supply Chain Management,6061005.0
Developer APIs,13590.0
Document Management,13590.0
E-Commerce,13590.0
Enterprise Software,13590.0
SaaS,13590.0
Software,13590.0
Health Care,550000.0
Hardware + Software,150000.0
Advertising,3750000.0
Big Data Analytics,3750000.0
Broadcasting,3750000.0
Cloud Computing,3750000.0
Digital Media,3750000.0
Enterprise Software,3750000.0
SaaS,3750000.0
Video Streaming,3750000.0
Software,242500.0
Telecommunications,11879704.0
Web Hosting,11879704.0
Biotechnology,2670394.0
Manufacturing,45400000.0
Retail,45400000.0
Biotechnology,439603.0
